r1_low,r1_high,r2_low,r2_high,observed_count,expected_probability,expected_count,standardized_residual
0.34,0.36,0.1,0.12,0,0.0,0.0,nan
0.34,0.36,0.12,0.14,0,0.0,0.0,nan
0.34,0.36,0.14,0.16,0,0.0,0.0,nan
0.34,0.36,0.16,0.18,0,0.0,0.0,nan
0.34,0.36,0.18,0.2,0,0.0,0.0,nan
0.34,0.36,0.2,0.22,0,0.0,0.0,nan
0.34,0.36,0.22,0.24,0,0.0,0.0,nan
0.34,0.36,0.24,0.26,0,0.0,0.0,nan
0.34,0.36,0.26,0.28,0,0.0,0.0,nan
0.34,0.36,0.28,0.3,0,0.0,0.0,nan
0.34,0.36,0.3,0.32,0,0.0,0.0,nan
0.34,0.36,0.32,0.34,0,0.0,0.0,nan
0.34,0.36,0.34,0.36,0,0.0,0.0,nan
0.34,0.36,0.36,0.38,0,0.0,0.0,nan
0.34,0.36,0.38,0.4,0,0.0,0.0,nan
0.34,0.36,0.4,0.42,0,0.0,0.0,nan
0.34,0.36,0.42,0.44,0,0.0,0.0,nan
0.34,0.36,0.44,0.46,0,0.0,0.0,nan
0.34,0.36,0.46,0.48,0,0.0,0.0,nan
0.34,0.36,0.48,0.5,0,0.0,0.0,nan
0.34,0.36,0.5,0.52,0,0.0,0.0,nan
0.34,0.36,0.52,0.54,0,0.0,0.0,nan
0.34,0.36,0.54,0.56,0,0.0,0.0,nan
0.34,0.36,0.56,0.58,0,0.0,0.0,nan
0.34,0.36,0.58,0.6,0,0.0,0.0,nan
0.34,0.36,0.6,0.62,0,0.0,0.0,nan
0.34,0.36,0.62,0.64,0,0.0,0.0,nan
0.34,0.36,0.64,0.66,57,0.00044075165508808585,44.07516550880859,1.9468299309012136
0.34,0.36,0.66,0.68,70,0.0008814765792255648,88.14765792255648,-1.9329258562725555
0.34,0.36,0.68,0.7000000000000001,79,0.0008485064821744299,84.850648217443,-0.6351501482492756
0.34,0.36,0.7000000000000001,0.72,78,0.000821804235599108,82.1804235599108,-0.4611435080125376
0.34,0.36,0.72,0.74,80,0.0008005563687367189,80.05563687367189,-0.006218229687235551
0.34,0.36,0.74,0.76,81,0.0007841186389940883,78.41186389940883,0.29227806389618316
0.34,0.36,0.76,0.78,79,0.000771994332495555,77.1994332495555,0.20492840983823118
0.34,0.36,0.78,0.8,74,0.0007638179422552944,76.38179422552943,-0.27252685855948866
0.34,0.36,0.8,0.8200000000000001,67,0.0007593433937680191,75.9343393768019,-1.0252820071410766
0.34,0.36,0.8200000000000001,0.84,82,0.0007584362346187874,75.84362346187875,0.706912461829276
0.34,0.36,0.84,0.86,74,0.0007610694087003918,76.10694087003918,-0.24151283432013596
0.34,0.36,0.86,0.88,75,0.0007673224124277906,76.73224124277905,-0.19775133893557703
0.34,0.36,0.88,0.9,81,0.0007773837928520927,77.73837928520926,0.36992673182641234
0.34,0.36,0.9,0.92,89,0.0007915571072904891,79.1557107290489,1.106479164665929
0.34,0.36,0.92,0.9400000000000001,70,0.0008102706322190323,81.02706322190323,-1.225024615123631
0.34,0.36,0.9400000000000001,0.96,76,0.0008340912977660033,83.40912977660032,-0.8112606418539554
0.34,0.36,0.96,0.98,85,0.0008637435472770698,86.37435472770699,-0.1478789753736199
0.34,0.36,0.98,1.0,89,0.0009001340967036458,90.01340967036458,-0.10681480149570431
0.36,0.38,0.0,0.02,0,0.0,0.0,nan
0.36,0.38,0.02,0.04,0,0.0,0.0,nan
0.36,0.38,0.04,0.06,0,0.0,0.0,nan
0.36,0.38,0.06,0.08,0,0.0,0.0,nan
0.36,0.38,0.08,0.1,0,0.0,0.0,nan
0.36,0.38,0.1,0.12,0,0.0,0.0,nan
0.36,0.38,0.12,0.14,0,0.0,0.0,nan
0.36,0.38,0.14,0.16,0,0.0,0.0,nan
0.36,0.38,0.16,0.18,0,0.0,0.0,nan
0.36,0.38,0.18,0.2,0,0.0,0.0,nan
0.36,0.38,0.2,0.22,0,0.0,0.0,nan
0.36,0.38,0.22,0.24,0,0.0,0.0,nan
0.36,0.38,0.24,0.26,0,0.0,0.0,nan
0.36,0.38,0.26,0.28,0,0.0,0.0,nan
0.36,0.38,0.28,0.3,0,0.0,0.0,nan
0.36,0.38,0.3,0.32,0,0.0,0.0,nan
0.36,0.38,0.32,0.34,0,0.0,0.0,nan
0.36,0.38,0.34,0.36,0,0.0,0.0,nan
0.36,0.38,0.36,0.38,0,0.0,0.0,nan
0.36,0.38,0.38,0.4,0,0.0,0.0,nan
0.36,0.38,0.4,0.42,0,0.0,0.0,nan
0.36,0.38,0.42,0.44,0,0.0,0.0,nan
0.36,0.38,0.44,0.46,0,0.0,0.0,nan
0.36,0.38,0.46,0.48,0,0.0,0.0,nan
0.36,0.38,0.48,0.5,0,0.0,0.0,nan
0.36,0.38,0.5,0.52,0,0.0,0.0,nan
0.36,0.38,0.52,0.54,0,0.0,0.0,nan
0.36,0.38,0.54,0.56,0,0.0,0.0,nan
0.36,0.38,0.56,0.58,0,0.0,0.0,nan
0.36,0.38,0.58,0.6,0,0.0,0.0,nan
0.36,0.38,0.6,0.62,0,0.0,0.0,nan
0.36,0.38,0.62,0.64,41,0.0004282565375938509,42.82565375938509,-0.278975725099948
0.36,0.38,0.64,0.66,91,0.0008832057677289485,88.32057677289485,0.2851086341444409
0.36,0.38,0.66,0.68,92,0.0008516810437249665,85.16810437249666,0.7402914480580921
0.36,0.38,0.68,0.7000000000000001,82,0.0008260722621058508,82.60722621058508,-0.06681000273787993
0.36,0.38,0.7000000000000001,0.72,79,0.0008055553962577726,80.55553962577726,-0.17331389125023022
0.36,0.38,0.72,0.74,67,0.0007894731385524056,78.94731385524057,-1.34462627601431
0.36,0.38,0.74,0.76,85,0.0007773117476065993,77.73117476065993,0.8244543462626203
0.36,0.38,0.76,0.78,78,0.0007686834458314521,76.86834458314522,0.1290744973391214
0.36,0.38,0.78,0.8,73,0.0007633134320280494,76.33134320280493,-0.38130098280336705
0.36,0.38,0.8,0.8200000000000001,71,0.00076103083935291,76.103083935291,-0.5849672921085761
0.36,0.38,0.8200000000000001,0.84,87,0.0007617631832810195,76.17631832810196,1.240123740444539
0.36,0.38,0.84,0.86,84,0.0007655340246204096,76.55340246204095,0.8510902855215442
0.36,0.38,0.86,0.88,83,0.0007724637330182551,77.2463733018255,0.6546401409437672
0.36,0.38,0.88,0.9,93,0.0007827733885368568,78.27733885368568,1.6640573517411874
0.36,0.38,0.9,0.92,81,0.0007967920137309773,79.67920137309774,0.14796674578282706
0.36,0.38,0.92,0.9400000000000001,87,0.0008149674974622003,81.49674974622003,0.6096058387871366
0.36,0.38,0.9400000000000001,0.96,83,0.0008378817670928894,83.78817670928893,-0.0861057645515868
0.36,0.38,0.96,0.98,84,0.000866271003112823,86.6271003112823,-0.2822602794608111
0.36,0.38,0.98,1.0,90,0.0009010519895325108,90.10519895325108,-0.011082468193719237
0.38,0.4,0.0,0.02,0,0.0,0.0,nan
0.38,0.4,0.02,0.04,0,0.0,0.0,nan
0.38,0.4,0.04,0.06,0,0.0,0.0,nan
0.38,0.4,0.06,0.08,0,0.0,0.0,nan
0.38,0.4,0.08,0.1,0,0.0,0.0,nan
0.38,0.4,0.1,0.12,0,0.0,0.0,nan
0.38,0.4,0.12,0.14,0,0.0,0.0,nan
0.38,0.4,0.14,0.16,0,0.0,0.0,nan
0.38,0.4,0.16,0.18,0,0.0,0.0,nan
0.38,0.4,0.18,0.2,0,0.0,0.0,nan
0.38,0.4,0.2,0.22,0,0.0,0.0,nan
0.38,0.4,0.22,0.24,0,0.0,0.0,nan
0.38,0.4,0.24,0.26,0,0.0,0.0,nan
0.38,0.4,0.26,0.28,0,0.0,0.0,nan
0.38,0.4,0.28,0.3,0,0.0,0.0,nan
0.38,0.4,0.3,0.32,0,0.0,0.0,nan
0.38,0.4,0.32,0.34,0,0.0,0.0,nan
0.38,0.4,0.34,0.36,0,0.0,0.0,nan
0.38,0.4,0.36,0.38,0,0.0,0.0,nan
0.38,0.4,0.38,0.4,0,0.0,0.0,nan
0.38,0.4,0.4,0.42,0,0.0,0.0,nan
0.38,0.4,0.42,0.44,0,0.0,0.0,nan
0.38,0.4,0.44,0.46,0,0.0,0.0,nan
0.38,0.4,0.46,0.48,0,0.0,0.0,nan
0.38,0.4,0.48,0.5,0,0.0,0.0,nan
0.38,0.4,0.5,0.52,0,0.0,0.0,nan
0.38,0.4,0.52,0.54,0,0.0,0.0,nan
0.38,0.4,0.54,0.56,0,0.0,0.0,nan
0.38,0.4,0.56,0.58,0,0.0,0.0,nan
0.38,0.4,0.58,0.6,0,0.0,0.0,nan
0.38,0.4,0.6,0.62,52,0.0004284985485774646,42.849854857746465,1.3978266153880636
0.38,0.4,0.62,0.64,81,0.000884643821909316,88.4643821909316,-0.7936145903715633
0.38,0.4,0.64,0.66,85,0.0008543561205337939,85.43561205337939,-0.047128153109139335
0.38,0.4,0.66,0.68,91,0.0008297210408176467,82.97210408176467,0.8813241716859526
0.38,0.4,0.68,0.7000000000000001,88,0.0008099002789530194,80.99002789530195,0.7789337390892032
0.38,0.4,0.7000000000000001,0.72,87,0.0007942219365635767,79.42219365635766,0.8503007522151022
0.38,0.4,0.72,0.74,71,0.0007821557137715811,78.21557137715811,-0.8158759210995434
0.38,0.4,0.74,0.76,65,0.0007732939204380382,77.32939204380382,-1.402068926680921
0.38,0.4,0.76,0.78,92,0.0007673372489407251,76.73372489407251,1.7427694725755296
0.38,0.4,0.78,0.8,82,0.0007640845430402746,76.40845430402746,0.6396776416848746
0.38,0.4,0.8,0.8200000000000001,67,0.0007634260272848267,76.34260272848267,-1.0692626596708166
0.38,0.4,0.8200000000000001,0.84,77,0.0007653396498129614,76.53396498129615,0.053271073045190714
0.38,0.4,0.84,0.86,77,0.0007698903535977295,76.98903535977296,0.001249625696167179
0.38,0.4,0.86,0.88,83,0.0007772322396165749,77.7232239616575,0.5985401090507806
0.38,0.4,0.88,0.9,85,0.0007876137311896291,78.76137311896291,0.702962847645452
0.38,0.4,0.9,0.92,56,0.0008013860025833092,80.13860025833091,-2.6964427658854726
0.38,0.4,0.92,0.9400000000000001,84,0.0008190151085473354,81.90151085473354,0.23187865383650186
0.38,0.4,0.9400000000000001,0.96,66,0.0008410984584310663,84.10984584310663,-1.974655480771088
0.38,0.4,0.96,0.98,87,0.0008683865361926836,86.83865361926837,0.01731421026111587
0.38,0.4,0.98,1.0,92,0.0009018110988938337,90.18110988938338,0.19153523270937828
0.4,0.42,0.0,0.02,0,0.0,0.0,nan
0.4,0.42,0.02,0.04,0,0.0,0.0,nan
0.4,0.42,0.04,0.06,0,0.0,0.0,nan
0.4,0.42,0.06,0.08,0,0.0,0.0,nan
0.4,0.42,0.08,0.1,0,0.0,0.0,nan
0.4,0.42,0.1,0.12,0,0.0,0.0,nan
0.4,0.42,0.12,0.14,0,0.0,0.0,nan
0.4,0.42,0.14,0.16,0,0.0,0.0,nan
0.4,0.42,0.16,0.18,0,0.0,0.0,nan
0.4,0.42,0.18,0.2,0,0.0,0.0,nan
0.4,0.42,0.2,0.22,0,0.0,0.0,nan
0.4,0.42,0.22,0.24,0,0.0,0.0,nan
0.4,0.42,0.24,0.26,0,0.0,0.0,nan
0.4,0.42,0.26,0.28,0,0.0,0.0,nan
0.4,0.42,0.28,0.3,0,0.0,0.0,nan
0.4,0.42,0.3,0.32,0,0.0,0.0,nan
0.4,0.42,0.32,0.34,0,0.0,0.0,nan
0.4,0.42,0.34,0.36,0,0.0,0.0,nan
0.4,0.42,0.36,0.38,0,0.0,0.0,nan
0.4,0.42,0.38,0.4,0,0.0,0.0,nan
0.4,0.42,0.4,0.42,0,0.0,0.0,nan
0.4,0.42,0.42,0.44,0,0.0,0.0,nan
0.4,0.42,0.44,0.46,0,0.0,0.0,nan
0.4,0.42,0.46,0.48,0,0.0,0.0,nan
0.4,0.42,0.48,0.5,0,0.0,0.0,nan
0.4,0.42,0.5,0.52,0,0.0,0.0,nan
0.4,0.42,0.52,0.54,0,0.0,0.0,nan
0.4,0.42,0.54,0.56,0,0.0,0.0,nan
0.4,0.42,0.56,0.58,0,0.0,0.0,nan
0.4,0.42,0.58,0.6,39,0.0004222985730408869,42.22985730408869,-0.49701961493049807
0.4,0.42,0.6,0.62,95,0.0008858191074068509,88.58191074068509,0.6819196902643108
0.4,0.42,0.62,0.64,88,0.0008565763872095653,85.65763872095653,0.2530875788071534
0.4,0.42,0.64,0.66,72,0.0008327971319089884,83.27971319089885,-1.2360283914669157
0.4,0.42,0.66,0.68,86,0.0008136245461103316,81.36245461103316,0.5141337953025208
0.4,0.42,0.68,0.7000000000000001,81,0.0007983699944864511,79.83699944864512,0.130160083181009
0.4,0.42,0.7000000000000001,0.72,72,0.000786486287974529,78.6486287974529,-0.7496982700309863
0.4,0.42,0.72,0.74,76,0.0007775471588905281,77.7547158890528,-0.19899558416338908
0.4,0.42,0.74,0.76,81,0.0007712317255752935,77.12317255752934,0.4414525478951497
0.4,0.42,0.76,0.78,91,0.0007673130721029301,76.73130721029301,1.6289129989260276
0.4,0.42,0.78,0.8,74,0.0007656503200506951,76.56503200506951,-0.2931416676484207
0.4,0.42,0.8,0.8200000000000001,82,0.0007661837703843339,76.6183770384334,0.6148183109672495
0.4,0.42,0.8200000000000001,0.84,82,0.0007689328614264113,76.89328614264113,0.5823677449704165
0.4,0.42,0.84,0.86,75,0.0007739968372611514,77.39968372611513,-0.2727623435731681
0.4,0.42,0.86,0.88,72,0.0007815581612985482,78.15581612985483,-0.69631377695192
0.4,0.42,0.88,0.9,82,0.0007918888527337545,79.18888527337545,0.3158976939270965
0.4,0.42,0.9,0.92,81,0.0008053600802370157,80.53600802370157,0.05170296164560902
0.4,0.42,0.92,0.9400000000000001,85,0.0008224555297893714,82.24555297893714,0.3037233707818268
0.4,0.42,0.9400000000000001,0.96,87,0.0008437892873676334,84.37892873676334,0.28533945361459145
0.4,0.42,0.96,0.98,87,0.0008701292620356209,87.01292620356209,-0.0013857315465471462
0.4,0.42,0.98,1.0,101,0.0009024275479030779,90.24275479030779,1.1323870555705795
0.42,0.44,0.0,0.02,0,0.0,0.0,nan
0.42,0.44,0.02,0.04,0,0.0,0.0,nan
0.42,0.44,0.04,0.06,0,0.0,0.0,nan
0.42,0.44,0.06,0.08,0,0.0,0.0,nan
0.42,0.44,0.08,0.1,0,0.0,0.0,nan
0.42,0.44,0.1,0.12,0,0.0,0.0,nan
0.42,0.44,0.12,0.14,0,0.0,0.0,nan
0.42,0.44,0.14,0.16,0,0.0,0.0,nan
0.42,0.44,0.16,0.18,0,0.0,0.0,nan
0.42,0.44,0.18,0.2,0,0.0,0.0,nan
0.42,0.44,0.2,0.22,0,0.0,0.0,nan
0.42,0.44,0.22,0.24,0,0.0,0.0,nan
0.42,0.44,0.24,0.26,0,0.0,0.0,nan
0.42,0.44,0.26,0.28,0,0.0,0.0,nan
0.42,0.44,0.28,0.3,0,0.0,0.0,nan
0.42,0.44,0.3,0.32,0,0.0,0.0,nan
0.42,0.44,0.32,0.34,0,0.0,0.0,nan
0.42,0.44,0.34,0.36,0,0.0,0.0,nan
0.42,0.44,0.36,0.38,0,0.0,0.0,nan
0.42,0.44,0.38,0.4,0,0.0,0.0,nan
0.42,0.44,0.4,0.42,0,0.0,0.0,nan
0.42,0.44,0.42,0.44,0,0.0,0.0,nan
0.42,0.44,0.44,0.46,0,0.0,0.0,nan
0.42,0.44,0.46,0.48,0,0.0,0.0,nan
0.42,0.44,0.48,0.5,0,0.0,0.0,nan
0.42,0.44,0.5,0.52,0,0.0,0.0,nan
0.42,0.44,0.52,0.54,0,0.0,0.0,nan
0.42,0.44,0.54,0.56,0,0.0,0.0,nan
0.42,0.44,0.56,0.58,44,0.0004352396348504639,43.52396348504639,0.07215659788475907
0.42,0.44,0.58,0.6,101,0.0008867536854061368,88.67536854061368,1.3087974509485607
0.42,0.44,0.6,0.62,100,0.0008583774487811953,85.83774487811952,1.5285979186621055
0.42,0.44,0.62,0.64,89,0.0008353391631933075,83.53391631933076,0.5980601350933036
0.42,0.44,0.64,0.66,82,0.0008167587874017603,81.67587874017603,0.03586415562966325
0.42,0.44,0.66,0.68,83,0.0008019282270670691,80.1928227067069,0.31347440885089756
0.42,0.44,0.68,0.7000000000000001,82,0.0007902824014721515,79.02824014721516,0.3342893615758183
0.42,0.44,0.7000000000000001,0.72,89,0.0007813769854971151,78.13769854971152,1.228829258588135
0.42,0.44,0.72,0.74,87,0.0007748714571777396,77.48714571777396,1.0806772586150828
0.42,0.44,0.74,0.76,76,0.0007705164497207961,77.05164497207961,-0.11980589624241669
0.42,0.44,0.76,0.78,79,0.0007681446869179075,76.81446869179075,0.24936501112568432
0.42,0.44,0.78,0.8,66,0.0007676649998358263,76.76649998358262,-1.2288211394713393
0.42,0.44,0.8,0.8200000000000001,87,0.0007690591004679944,76.90591004679943,1.151031775035048
0.42,0.44,0.8200000000000001,0.84,77,0.0007723809399664879,77.23809399664879,-0.02709147625742492
0.42,0.44,0.84,0.86,67,0.0007777586174956775,77.77586174956774,-1.2218829226394905
0.42,0.44,0.86,0.88,76,0.0007853989415385547,78.53989415385547,-0.28659622300981397
0.42,0.44,0.88,0.9,75,0.0007955948892380486,79.55948892380486,-0.5111756674386574
0.42,0.44,0.9,0.92,97,0.0008087363725329855,80.87363725329855,1.793217368864817
0.42,0.44,0.92,0.9400000000000001,85,0.0008253249160680862,82.53249160680862,0.2716102531969271
0.42,0.44,0.9400000000000001,0.96,77,0.0008459930984914072,84.59930984914071,-0.8262105617795827
0.42,0.44,0.96,0.98,86,0.000871529929107635,87.1529929107635,-0.12350526849254109
0.42,0.44,0.98,1.0,102,0.0009029137582999772,90.29137582999772,1.2322043301676557
0.44,0.46,0.0,0.02,0,0.0,0.0,nan
0.44,0.46,0.02,0.04,0,0.0,0.0,nan
0.44,0.46,0.04,0.06,0,0.0,0.0,nan
0.44,0.46,0.06,0.08,0,0.0,0.0,nan
0.44,0.46,0.08,0.1,0,0.0,0.0,nan
0.44,0.46,0.1,0.12,0,0.0,0.0,nan
0.44,0.46,0.12,0.14,0,0.0,0.0,nan
0.44,0.46,0.14,0.16,0,0.0,0.0,nan
0.44,0.46,0.16,0.18,0,0.0,0.0,nan
0.44,0.46,0.18,0.2,0,0.0,0.0,nan
0.44,0.46,0.2,0.22,0,0.0,0.0,nan
0.44,0.46,0.22,0.24,0,0.0,0.0,nan
0.44,0.46,0.24,0.26,0,0.0,0.0,nan
0.44,0.46,0.26,0.28,0,0.0,0.0,nan
0.44,0.46,0.28,0.3,0,0.0,0.0,nan
0.44,0.46,0.3,0.32,0,0.0,0.0,nan
0.44,0.46,0.32,0.34,0,0.0,0.0,nan
0.44,0.46,0.34,0.36,0,0.0,0.0,nan
0.44,0.46,0.36,0.38,0,0.0,0.0,nan
0.44,0.46,0.38,0.4,0,0.0,0.0,nan
0.44,0.46,0.4,0.42,0,0.0,0.0,nan
0.44,0.46,0.42,0.44,0,0.0,0.0,nan
0.44,0.46,0.44,0.46,0,0.0,0.0,nan
0.44,0.46,0.46,0.48,0,0.0,0.0,nan
0.44,0.46,0.48,0.5,0,0.0,0.0,nan
0.44,0.46,0.5,0.52,0,0.0,0.0,nan
0.44,0.46,0.52,0.54,0,0.0,0.0,nan
0.44,0.46,0.54,0.56,27,0.00044814039664248874,44.814039664248874,-2.661064295179236
0.44,0.46,0.56,0.58,75,0.0008874643916909885,88.74643916909885,-1.459199748959289
0.44,0.46,0.58,0.6,83,0.0008597872013076864,85.97872013076865,-0.32124339904450655
0.44,0.46,0.6,0.62,71,0.0008373785256246891,83.73785256246892,-1.3919874125777885
0.44,0.46,0.62,0.64,74,0.0008193297043847801,81.93297043847801,-0.8764083078923495
0.44,0.46,0.64,0.66,75,0.0008049098901150543,80.49098901150543,-0.6120359642421217
0.44,0.46,0.66,0.68,81,0.0007935345110503745,79.35345110503745,0.18483819644532629
0.44,0.46,0.68,0.7000000000000001,70,0.000784741029820654,78.4741029820654,-0.9566003984769925
0.44,0.46,0.7000000000000001,0.72,92,0.0007781704225895541,77.81704225895541,1.6077904660358138
0.44,0.46,0.72,0.74,77,0.0007735532278708177,77.35532278708176,-0.040399683115180676
0.44,0.46,0.74,0.76,89,0.00077069933145893,77.069933145893,1.3589403257426482
0.44,0.46,0.76,0.78,75,0.0007694908968486943,76.94908968486943,-0.2221928501528993
0.44,0.46,0.78,0.8,74,0.0007698780428426772,76.98780428426772,-0.34051886634832046
0.44,0.46,0.8,0.8200000000000001,84,0.0007718770292888218,77.18770292888219,0.7753887937184656
0.44,0.46,0.8200000000000001,0.84,81,0.0007755708517228409,77.55708517228409,0.39094488899121665
0.44,0.46,0.84,0.86,67,0.0007811122775741587,78.11122775741588,-1.2572027368232361
0.44,0.46,0.86,0.88,75,0.0007887294911035832,78.87294911035832,-0.4360916294071917
0.44,0.46,0.88,0.9,77,0.0007987346622436144,79.87346622436144,-0.32151765882841116
0.44,0.46,0.9,0.92,79,0.0008115359283995528,81.15359283995528,-0.23906154547731617
0.44,0.46,0.92,0.9400000000000001,79,0.0008276534934151934,82.76534934151934,-0.4138862504592377
0.44,0.46,0.9400000000000001,0.96,83,0.00084774082458992,84.774082458992,-0.19268249129775006
0.44,0.46,0.96,0.98,88,0.0008726122947507191,87.26122947507191,0.07908586990391245
0.44,0.46,0.98,1.0,83,0.0009032791114399365,90.32791114399365,-0.7710263332480599
0.46,0.48,0.0,0.02,0,0.0,0.0,nan
0.46,0.48,0.02,0.04,0,0.0,0.0,nan
0.46,0.48,0.04,0.06,0,0.0,0.0,nan
0.46,0.48,0.06,0.08,0,0.0,0.0,nan
0.46,0.48,0.08,0.1,0,0.0,0.0,nan
0.46,0.48,0.1,0.12,0,0.0,0.0,nan
0.46,0.48,0.12,0.14,0,0.0,0.0,nan
0.46,0.48,0.14,0.16,0,0.0,0.0,nan
0.46,0.48,0.16,0.18,0,0.0,0.0,nan
0.46,0.48,0.18,0.2,0,0.0,0.0,nan
0.46,0.48,0.2,0.22,0,0.0,0.0,nan
0.46,0.48,0.22,0.24,0,0.0,0.0,nan
0.46,0.48,0.24,0.26,0,0.0,0.0,nan
0.46,0.48,0.26,0.28,0,0.0,0.0,nan
0.46,0.48,0.28,0.3,0,0.0,0.0,nan
0.46,0.48,0.3,0.32,0,0.0,0.0,nan
0.46,0.48,0.32,0.34,0,0.0,0.0,nan
0.46,0.48,0.34,0.36,0,0.0,0.0,nan
0.46,0.48,0.36,0.38,0,0.0,0.0,nan
0.46,0.48,0.38,0.4,0,0.0,0.0,nan
0.46,0.48,0.4,0.42,0,0.0,0.0,nan
0.46,0.48,0.42,0.44,0,0.0,0.0,nan
0.46,0.48,0.44,0.46,0,0.0,0.0,nan
0.46,0.48,0.46,0.48,0,0.0,0.0,nan
0.46,0.48,0.48,0.5,0,0.0,0.0,nan
0.46,0.48,0.5,0.52,0,0.0,0.0,nan
0.46,0.48,0.52,0.54,54,0.0004290291355749246,42.90291355749246,1.6942035050170035
0.46,0.48,0.54,0.56,86,0.0008879636159460169,88.79636159460169,-0.2967534272210779
0.46,0.48,0.56,0.58,80,0.0008608268625501191,86.08268625501191,-0.655597834927712
0.46,0.48,0.58,0.6,84,0.0008389400090297993,83.89400090297993,0.01157275375863365
0.46,0.48,0.6,0.62,83,0.000821359672762958,82.1359672762958,0.09533744369942951
0.46,0.48,0.62,0.64,89,0.0008073283569447171,80.73283569447172,0.9200924468468804
0.46,0.48,0.64,0.66,63,0.000796239837490351,79.62398374903509,-1.863001285009871
0.46,0.48,0.66,0.68,71,0.0007876126261084752,78.76126261084752,-0.8745326812759431
0.46,0.48,0.68,0.7000000000000001,79,0.0007810696831122145,78.10696831122145,0.10104666381366519
0.46,0.48,0.7000000000000001,0.72,90,0.0007763230498427719,77.6323049842772,1.4036781079088125
0.46,0.48,0.72,0.74,71,0.0007731624355691828,77.31624355691828,-0.7183291581129714
0.46,0.48,0.74,0.76,93,0.0007714470680546678,77.14470680546678,1.8051829001997566
0.46,0.48,0.76,0.78,77,0.0007711003291722046,77.11003291722047,-0.012530464861748922
0.46,0.48,0.78,0.8,63,0.0007721068676224349,77.21068676224348,-1.6172470177875062
0.46,0.48,0.8,0.8200000000000001,72,0.000774512025492774,77.4512025492774,-0.6194100345220755
0.46,0.48,0.8200000000000001,0.84,84,0.0007784235465589551,77.8423546558955,0.6979216801892634
0.46,0.48,0.84,0.86,75,0.0007840156627642748,78.40156627642747,-0.3841639142288456
0.46,0.48,0.86,0.88,74,0.0007915357918121991,79.15357918121991,-0.5792601791518822
0.46,0.48,0.88,0.9,71,0.0008013142347885805,80.13142347885805,-1.0200866295083786
0.46,0.48,0.9,0.92,95,0.0008137774519857158,81.37774519857157,1.5100668482718147
0.46,0.48,0.92,0.9400000000000001,92,0.0008294657354297513,82.94657354297513,0.9940626421389757
0.46,0.48,0.9400000000000001,0.96,80,0.0008490564121881549,84.90564121881549,-0.5323870821314565
0.46,0.48,0.96,0.98,89,0.0008733941373538019,87.33941373538019,0.1776872660301233
0.46,0.48,0.98,1.0,105,0.0009035304186917699,90.35304186917699,1.5409056619435992
0.48,0.5,0.0,0.02,0,0.0,0.0,nan
0.48,0.5,0.02,0.04,0,0.0,0.0,nan
0.48,0.5,0.04,0.06,0,0.0,0.0,nan
0.48,0.5,0.06,0.08,0,0.0,0.0,nan
0.48,0.5,0.08,0.1,0,0.0,0.0,nan
0.48,0.5,0.1,0.12,0,0.0,0.0,nan
0.48,0.5,0.12,0.14,0,0.0,0.0,nan
0.48,0.5,0.14,0.16,0,0.0,0.0,nan
0.48,0.5,0.16,0.18,0,0.0,0.0,nan
0.48,0.5,0.18,0.2,0,0.0,0.0,nan
0.48,0.5,0.2,0.22,0,0.0,0.0,nan
0.48,0.5,0.22,0.24,0,0.0,0.0,nan
0.48,0.5,0.24,0.26,0,0.0,0.0,nan
0.48,0.5,0.26,0.28,0,0.0,0.0,nan
0.48,0.5,0.28,0.3,0,0.0,0.0,nan
0.48,0.5,0.3,0.32,0,0.0,0.0,nan
0.48,0.5,0.32,0.34,0,0.0,0.0,nan
0.48,0.5,0.34,0.36,0,0.0,0.0,nan
0.48,0.5,0.36,0.38,0,0.0,0.0,nan
0.48,0.5,0.38,0.4,0,0.0,0.0,nan
0.48,0.5,0.4,0.42,0,0.0,0.0,nan
0.48,0.5,0.42,0.44,0,0.0,0.0,nan
0.48,0.5,0.44,0.46,0,0.0,0.0,nan
0.48,0.5,0.46,0.48,0,0.0,0.0,nan
0.48,0.5,0.48,0.5,0,0.0,0.0,nan
0.48,0.5,0.5,0.52,48,0.00042906532294997114,42.90653229499711,0.7775921161751463
0.48,0.5,0.52,0.54,82,0.0008882598500859775,88.82598500859775,-0.7242613570625145
0.48,0.5,0.54,0.56,86,0.0008615117327356346,86.15117327356346,-0.016287124619834645
0.48,0.5,0.56,0.58,76,0.000840042337187205,84.0042337187205,-0.8733114897381079
0.48,0.5,0.58,0.6,87,0.000822866578176752,82.2866578176752,0.5195941568023537
0.48,0.5,0.6,0.62,74,0.0008091957504446831,80.91957504446832,-0.7692236477908684
0.48,0.5,0.62,0.64,85,0.0007983992577211298,79.83992577211298,0.5774918862271767
0.48,0.5,0.64,0.66,75,0.0007899753929826017,78.99753929826016,-0.4497653145221623
0.48,0.5,0.66,0.68,83,0.0007835290336563158,78.35290336563159,0.5249937782835273
0.48,0.5,0.68,0.7000000000000001,57,0.0007787547039764879,77.87547039764878,-2.3655706813887587
0.48,0.5,0.7000000000000001,0.72,88,0.000775423882979567,77.54238829795669,1.1875801382505402
0.48,0.5,0.72,0.74,60,0.0007733757514874443,77.33757514874443,-1.9714832018681918
0.48,0.5,0.74,0.76,69,0.0007725108098881549,77.25108098881549,-0.9387686269400592
